word_idx	word	start	end	token	pos	dep	stop	sentence_id
990	Um	331.8573279296875	332.3073279296875	Um	UH	intj	False	72
991	clicked	332.3473279296875	332.6173279296875	clicked	VBD	advcl	False	72
992	on	332.6373279296875	332.7773279296875	on	IN	prt	True	72
993	that	332.79732792968747	333.1173279296875	that	DT	pobj	True	72
994	and	333.5173279296875	333.6173279296875	and	CC	cc	True	72
995	there's	333.6173279296875	333.7773279296875	there	EX	expl	True	72
995	there's	333.6173279296875	333.7773279296875	's	VBZ	conj	True	72
996	my	333.79732792968747	333.8973279296875	my	PRP$	poss	True	72
997	image	333.9173279296875	334.3273279296875	image	NN	attr	False	72
998	And	334.8373279296875	334.9473279296875	And	CC	cc	True	73
999	I	335.04732792968747	335.1273279296875	I	PRP	nsubj	True	73
1000	and	335.1873279296875	335.2373279296875	and	CC	cc	True	73
1001	I	335.29732792968747	335.3673279296875	I	PRP	conj	True	73
1002	thought	335.4473279296875	335.6273279296875	thought	VBD	ROOT	False	73
1003	where	335.6473279296875	335.79732792968747	where	WRB	advmod	True	73
1004	have	335.7373279296875	335.8473279296875	have	VBP	aux	True	73
1005	they	335.8473279296875	335.9373279296875	they	PRP	nsubj	True	73
1006	got	335.9373279296875	336.0973279296875	got	VBD	ccomp	False	73
1007	this	336.0973279296875	336.29732792968747	this	DT	dobj	True	73
1008	from	336.2773279296875	336.4773279296875	from	IN	prep	True	73
1009	Have	336.4973279296875	336.5973279296875	Have	VBP	aux	True	74
1010	they	336.5973279296875	336.8073279296875	they	PRP	nsubj	True	74
1011	been	337.1173279296875	337.2773279296875	been	VBN	pcomp	True	74
1012	to	337.29732792968747	337.3873279296875	to	IN	prep	True	74
1013	Caters	337.4073279296875	337.8073279296875	Caters	NNP	compound	False	74
1014	News	337.8473279296875	338.0673279296875	News	NNP	compound	False	74
1015	Agency	338.1073279296875	338.5573279296875	Agency	NNP	pobj	False	74
1016	and	338.5773279296875	338.8073279296875	and	CC	cc	True	74
1017	paid	338.8073279296875	338.9573279296875	paid	VBD	conj	False	74
1018	a	338.9773279296875	339.0173279296875	a	DT	det	True	74
1019	license	339.0373279296875	339.3873279296875	license	NN	compound	False	74
1020	fee	339.4273279296875	339.5573279296875	fee	NN	dobj	False	74
1021	for	339.6373279296875	339.8573279296875	for	IN	dative	True	74
1022	it	339.8973279296875	340.0073279296875	it	PRP	pobj	True	74
1023	They	340.6778279296875	340.7778279296875	They	PRP	nsubj	True	75
1024	had	340.8178279296875	340.9678279296875	had	VBD	ccomp	True	75
1025	not	340.9878279296875	341.2478279296875	not	RB	neg	True	75
1026	So	341.5858279296875	341.6858279296875	So	RB	ROOT	True	75
1027	I	341.7058279296875	341.7358279296875	I	PRP	pobj	True	75
1028	so	341.8358279296875	341.9758279296875	so	RB	advmod	True	75
1029	I	341.9958279296875	342.0258279296875	I	PRP	nsubj	True	75
1030	sent	342.0658279296875	342.2658279296875	sent	VBD	ROOT	False	75
1031	them	342.2658279296875	342.3658279296875	them	PRP	dative	True	75
1032	a	342.3858279296875	342.4158279296875	a	DT	det	True	75
1033	letter	342.4158279296875	342.7758279296875	letter	NN	dobj	False	75
1034	Sent	343.7058279296875	343.89582792968747	Sent	VBD	acl	False	75
1035	them	343.8758279296875	343.9658279296875	them	PRP	dative	True	75
1036	a	343.9858279296875	344.0158279296875	a	DT	det	True	75
1037	letter	344.0358279296875	344.3058279296875	letter	NN	dobj	False	75
1038	saying	344.4058279296875	344.7258279296875	saying	VBG	acl	False	75
1039	I	345.2958279296875	345.39582792968747	I	PRP	nsubj	True	76
1040	think	345.4558279296875	345.64582792968747	think	VBP	ccomp	False	76
1041	you're	345.64582792968747	345.7558279296875	you	PRP	nsubj	True	76
1041	you're	345.64582792968747	345.7558279296875	're	VBP	aux	True	76
1042	using	345.7758279296875	346.0558279296875	using	VBG	ccomp	True	76
1043	this	346.0958279296875	346.2758279296875	this	DT	dobj	True	76
1044	without	346.2958279296875	346.7658279296875	without	IN	prep	True	76
1045	a	346.8058279296875	346.8858279296875	a	DT	det	True	76
1046	license	346.9258279296875	347.39582792968747	license	NN	compound	False	76
1047	fee	347.4158279296875	347.7158279296875	fee	NN	pobj	False	76
1048	Um	347.7958279296875	348.1258279296875	Um	UH	intj	False	77
1049	could	348.1858279296875	348.2858279296875	could	MD	aux	True	77
1050	you	348.3058279296875	348.3658279296875	you	PRP	nsubj	True	77
1051	show	348.4058279296875	348.6258279296875	show	VB	advcl	True	77
1052	me	348.6258279296875	348.7058279296875	me	PRP	dative	True	77
1053	one	348.7458279296875	348.9758279296875	one	CD	dobj	True	77
1054	or	348.9958279296875	349.1858279296875	or	CC	cc	True	77
1055	or	349.3558279296875	349.5958279296875	or	CC	conj	True	77
1056	or	349.5958279296875	349.7158279296875	or	CC	cc	True	77
1057	would	349.8858279296875	349.9558279296875	would	MD	aux	True	77
1058	you	350.0158279296875	350.14582792968747	you	PRP	nsubj	True	77
1059	would	350.1858279296875	350.3358279296875	would	MD	aux	True	77
1060	you	350.3558279296875	350.4458279296875	you	PRP	nsubj	True	77
1061	pay	350.4458279296875	350.8158279296875	pay	VB	conj	False	77
1062	Um	351.8258279296875	352.2258279296875	Um	UH	intj	False	78
1063	they	352.6258279296875	352.7758279296875	they	PRP	nsubj	True	78
1064	wrote	352.7758279296875	352.9858279296875	wrote	VBD	ccomp	False	78
1065	back	352.9858279296875	353.3158279296875	back	RB	advmod	True	78
1066	saying	353.6258279296875	354.0258279296875	saying	VBG	xcomp	False	78
1067	this	354.4858279296875	354.6858279296875	this	DT	dobj	True	78
1068	this	354.8258279296875	355.0758279296875	this	DT	det	True	78
1069	this	355.1158279296875	355.3458279296875	this	DT	det	True	78
1070	image	355.3658279296875	355.7658279296875	image	NN	nsubj	False	78
1071	we	355.7658279296875	355.9958279296875	we	PRP	nsubj	True	78
1072	believe	356.1558279296875	356.4658279296875	believe	VBP	relcl	False	78
1073	is	356.5458279296875	356.8258279296875	is	VBZ	ccomp	True	78
1074	is	356.8658279296875	357.0158279296875	is	VBZ	ccomp	True	78
1075	public	357.0358279296875	357.3158279296875	public	JJ	amod	False	78
1076	domain	357.3158279296875	357.7258279296875	domain	NN	attr	False	78
1077	In	358.5672279296875	358.63722792968747	In	IN	prep	True	79
1078	other	358.6772279296875	358.7772279296875	other	JJ	amod	True	79
1079	words	358.8372279296875	359.2172279296875	words	NNS	pobj	False	79
1080	anyone	359.2372279296875	359.5072279296875	anyone	NN	nsubj	True	79
1081	could	359.5672279296875	359.6772279296875	could	MD	aux	True	79
1082	use	359.7572279296875	359.8772279296875	use	VB	ccomp	False	79
1083	it	359.9372279296875	360.0172279296875	it	PRP	dobj	True	79
1084	without	360.0172279296875	360.3072279296875	without	IN	prep	True	79
1085	David's	360.3072279296875	360.5972279296875	David	NNP	poss	False	79
1085	David's	360.3072279296875	360.5972279296875	's	POS	case	True	79
1086	permission	360.6372279296874	361.2072279296875	permission	NN	pobj	False	79
1087	for	361.5772279296875	361.6772279296875	for	IN	prep	True	79
1088	free	361.6972279296875	362.0872279296875	free	JJ	amod	False	79
1089	To	363.0872279296875	363.2072279296875	To	IN	prep	True	80
1090	David	363.2072279296875	363.6872279296875	David	NNP	pobj	False	80
1091	that	363.7072279296875	363.8372279296875	that	WDT	nsubj	True	80
1092	was	363.8372279296875	363.9572279296875	was	VBD	aux	True	80
1093	just	363.9772279296875	364.1072279296875	just	RB	advmod	True	80
1094	stealing	364.1272279296875	364.6672279296875	stealing	VBG	relcl	False	80
1095	He	365.4672279296875	365.5672279296875	He	PRP	nsubj	True	81
1096	makes	365.6072279296875	365.7872279296875	makes	VBZ	ccomp	False	81
1097	a	365.8072279296875	365.8372279296875	a	DT	det	True	81
1098	living	365.8972279296875	366.1372279296874	living	NN	dobj	False	81
1099	from	366.1572279296875	366.3172279296875	from	IN	prep	True	81
1100	selling	366.3372279296875	366.5872279296875	selling	VBG	pcomp	False	81
1101	his	366.6072279296875	366.7172279296875	his	PRP$	poss	True	81
1102	pictures	366.7172279296875	367.3472279296875	pictures	NNS	dobj	False	81
1103	So	367.4772279296875	367.6072279296875	So	RB	advmod	True	82
1104	it	367.6272279296875	367.6672279296875	it	PRP	nsubj	True	82
1105	was	367.6672279296875	367.7672279296875	was	VBD	ROOT	True	82
1106	really	367.8072279296875	367.9872279296875	really	RB	advmod	True	82
1107	helpful	368.0072279296875	368.2872279296875	helpful	JJ	acomp	False	82
1108	to	368.3072279296875	368.3672279296875	to	TO	aux	True	82
1109	have	368.4072279296875	368.5872279296875	have	VB	xcomp	True	82
1110	one	368.6072279296875	368.7572279296875	one	CD	dobj	True	82
1111	that	368.7572279296875	368.8472279296875	that	WDT	nsubj	True	82
1112	was	368.8472279296875	368.9372279296875	was	VBD	relcl	True	82
1113	such	368.9572279296875	369.0872279296875	such	PDT	predet	True	82
1114	a	369.1272279296875	369.1772279296875	a	DT	det	True	82
1115	hit	369.2172279296875	369.5072279296875	hit	NN	attr	False	82
1116	But	370.4272279296875	370.5872279296875	But	CC	cc	True	83
1117	now	370.5872279296875	370.8472279296875	now	RB	advmod	True	83
1118	anyone	370.9472279296875	371.2272279296875	anyone	NN	nsubj	True	83
1119	could	371.2472279296875	371.3972279296875	could	MD	aux	True	83
1120	download	371.3972279296875	371.6872279296875	download	VB	ROOT	False	83
1121	it	371.7472279296875	371.9072279296875	it	PRP	dobj	True	83
1122	from	371.9472279296875	372.1072279296875	from	IN	prep	True	83
1123	Wikipedia	372.1272279296875	372.7572279296875	Wikipedia	NNP	pobj	False	83
1124	and	373.3172279296875	373.3772279296875	and	CC	cc	True	83
1125	hang	373.4172279296875	373.5272279296875	hang	VB	conj	False	83
1126	it	373.5472279296875	373.5872279296875	it	PRP	dobj	True	83
1127	on	373.6472279296875	373.7272279296875	on	IN	prep	True	83
1128	their	373.7272279296875	373.8372279296875	their	PRP$	poss	True	83
1129	wall	373.8972279296875	374.3072279296875	wall	NN	pobj	False	83
1130	or	374.4872279296875	374.5372279296875	or	CC	cc	True	83
1131	print	374.5972279296875	374.7072279296875	print	VB	conj	False	83
1132	it	374.7272279296875	374.8072279296875	it	PRP	dobj	True	83
1133	in	374.8272279296875	374.8872279296874	in	IN	prep	True	83
1134	their	374.8672279296875	374.9872279296875	their	PRP$	poss	True	83
1135	publication	374.9872279296875	375.7172279296875	publication	NN	pobj	False	83
1136	Wikipedia's	377.0372279296875	377.5972279296875	Wikipedia	NNP	poss	False	84
1136	Wikipedia's	377.0372279296875	377.5972279296875	's	POS	case	True	84
1137	opinion	377.6372279296874	378.0372279296875	opinion	NN	nsubj	False	84
1138	is	378.0572279296875	378.1572279296875	is	VBZ	conj	True	84
1139	that	378.1772279296875	378.3472279296875	that	DT	mark	True	84
1140	information	378.3472279296875	378.8972279296875	information	NN	nsubj	False	84
1141	on	378.9572279296875	379.0372279296875	on	IN	prep	True	84
1142	the	379.0372279296875	379.1172279296875	the	DT	det	True	84
1143	internet	379.1372279296874	379.4472279296875	internet	NN	pobj	False	84
1144	should	379.4872279296875	379.6472279296875	should	MD	aux	True	84
1145	be	379.6672279296875	379.7572279296875	be	VB	ccomp	True	84
1146	free	379.8172279296875	380.2472279296875	free	JJ	acomp	False	84
1147	And	380.9772279296875	381.1272279296875	And	CC	cc	True	85
1148	David	381.1272279296875	381.3572279296875	David	NNP	nsubj	False	85
1149	soon	381.4172279296875	381.6672279296875	soon	RB	advmod	False	85
1150	learned	381.6672279296875	381.9172279296875	learned	VBD	ROOT	False	85
1151	that	381.9172279296875	382.0172279296875	that	IN	mark	True	85
1152	they	382.0372279296875	382.1472279296875	they	PRP	nsubj	True	85
1153	had	382.1472279296875	382.2672279296875	had	VBD	aux	True	85
1154	decided	382.2872279296875	382.7772279296875	decided	VBN	ccomp	False	85
1155	the	382.8172279296875	382.8772279296875	the	DT	det	True	85
1156	selfie	382.8972279296875	383.2372279296875	selfie	NNP	nsubj	False	85
1157	was	383.2772279296875	383.3872279296874	was	VBD	ccomp	True	85
1158	in	383.4072279296875	383.5072279296875	in	IN	prep	True	85
1159	the	383.5072279296875	383.5772279296875	the	DT	det	True	85
1160	public	383.5772279296875	383.9072279296875	public	JJ	amod	False	85
1161	domain	383.8872279296874	384.4172279296875	domain	NN	pobj	False	86
1162	Because	384.6679279296875	385.0279279296875	Because	IN	mark	True	86
1163	the	385.0679279296874	385.1479279296875	the	DT	det	True	86
1164	monkey	385.1879279296875	385.5379279296875	monkey	NN	nsubj	False	86
1165	pressed	385.5579279296875	385.8279279296875	pressed	VBD	advcl	False	86
1166	the	385.8279279296875	385.8979279296875	the	DT	det	True	86
1167	button	385.9379279296875	386.2279279296875	button	NN	dobj	False	86
1168	So	388.7885279296875	388.8785279296875	So	RB	advmod	True	87
1169	the	388.8785279296875	388.9385279296875	the	DT	det	True	87
1170	monkey	388.9985279296875	389.3685279296875	monkey	NN	nsubj	False	87
1171	was	389.4185279296875	389.5385279296875	was	VBD	ccomp	True	87
1172	technically	389.5585279296875	389.9585279296875	technically	RB	advmod	False	87
1173	the	389.9785279296875	390.0585279296875	the	DT	det	True	87
1174	creator	390.0785279296875	390.5085279296875	creator	NN	attr	False	87
1175	of	390.5485279296875	390.6585279296875	of	IN	prep	True	87
1176	the	390.6585279296875	390.7185279296875	the	DT	det	True	87
1177	photo	390.7385279296875	391.1585279296875	photo	NN	pobj	False	87
1178	But	392.0385279296875	392.1985279296875	But	CC	cc	True	88
1179	in	392.2785279296874	392.3385279296875	in	IN	prep	True	88
1180	Wikipedia's	392.3385279296875	392.9285279296875	Wikipedia	NNP	poss	False	88
1180	Wikipedia's	392.3385279296875	392.9285279296875	's	POS	case	True	88
1181	assessment	392.9685279296875	393.5685279296875	assessment	NN	compound	False	88
1182	monkeys	393.7685279296875	394.0685279296875	monkeys	NNS	pobj	False	88
1183	can't	394.1085279296875	394.3185279296875	ca	MD	aux	True	88
1183	can't	394.1085279296875	394.3185279296875	n't	RB	neg	True	88
1184	own	394.3785279296875	394.5685279296875	own	VB	conj	True	88
1185	copyrights	394.5685279296875	395.2885279296875	copyrights	NNS	dobj	False	88
1186	Hence	396.1585279296875	396.4785279296875	Hence	RB	advmod	True	89
1187	the	396.5385279296875	396.6285279296875	the	DT	det	True	89
1188	photo	396.6685279296875	396.9385279296875	photo	NN	nsubj	False	89
1189	was	396.9785279296875	397.1585279296875	was	VBD	advcl	True	89
1190	free	397.1885279296875	397.5085279296875	free	JJ	acomp	False	89
1191	and	397.5085279296875	397.6685279296875	and	CC	cc	True	89
1192	fair	397.7085279296875	398.0085279296875	fair	JJ	conj	False	89
1193	for	398.0685279296875	398.1885279296875	for	IN	mark	True	89
1194	all	398.2685279296875	398.4485279296875	all	DT	nsubj	True	89
1195	to	398.4885279296875	398.5785279296875	to	TO	aux	True	89
1196	use	398.6385279296875	399.1285279296875	use	VB	advcl	False	89
1197	It	399.9185279296875	399.9885279296875	It	PRP	nsubj	True	90
1198	belonged	400.0085279296875	400.4685279296875	belonged	VBD	ccomp	False	90
1199	to	400.6885279296875	400.7485279296875	to	IN	prep	True	90
1200	the	400.8085279296875	400.8985279296875	the	DT	det	True	90
1201	internet	400.9185279296875	401.3285279296875	internet	NN	pobj	False	90
1202	David	402.4885279296875	402.7285279296875	David	NNP	nsubj	False	91
1203	was	402.7685279296875	402.8985279296875	was	VBD	conj	True	91
1204	baffled	402.8985279296875	403.3585279296875	baffled	VBN	acomp	False	91
1205	He	403.9985279296875	404.0785279296875	He	PRP	nsubj	True	92
1206	thought	404.0985279296875	404.3485279296875	thought	VBD	ccomp	False	92
1207	Well	404.6126279296875	404.7026279296875	Well	UH	intj	True	93
1208	surely	404.7626279296875	405.2726279296875	surely	RB	advmod	False	93
1209	I've	405.3126279296875	405.4026279296874	I	PRP	nsubj	True	93
1209	I've	405.3126279296875	405.4026279296874	've	VBP	aux	True	93
1210	got	405.4026279296874	405.5526279296875	got	VBN	ccomp	False	93
1211	the	405.5526279296875	405.6326279296875	the	DT	det	True	93
1212	copyright	405.6726279296875	406.2126279296874	copyright	NN	dobj	False	93
1213	I	406.4326279296875	406.5326279296875	I	PRP	nsubj	True	93
1214	set	406.6326279296875	406.8326279296875	set	VBD	relcl	False	93
1215	it	406.8726279296875	406.9126279296875	it	PRP	dobj	True	93
1216	all	406.9526279296875	407.1226279296875	all	DT	appos	True	93
1217	up	407.1826279296875	407.3126279296875	up	RP	prt	True	93
1218	I've	407.3326279296875	407.4926279296875	I	PRP	nsubj	True	93
1218	I've	407.3326279296875	407.4926279296875	've	VBP	aux	True	93
1219	got	407.4926279296875	407.6426279296875	got	VBN	conj	False	93
1220	the	407.6626279296875	407.7726279296875	the	DT	det	True	93
1221	intent	407.7726279296875	408.1526279296874	intent	NN	dobj	False	93
1222	I	408.1926279296875	408.2426279296875	I	PRP	nsubj	True	93
1223	had	408.2426279296875	408.3626279296875	had	VBD	relcl	True	93
1224	the	408.3626279296875	408.4226279296875	the	DT	det	True	93
1225	creativity	408.4826279296875	409.0526279296875	creativity	NN	dobj	False	93
1226	Alls	409.0926279296875	409.2726279296875	Alls	NNP	nsubj	False	94
1227	the	409.2926279296875	409.3326279296875	the	DT	det	True	94
1228	monkey	409.3526279296875	409.5826279296875	monkey	NN	nsubj	False	94
1229	did	409.5826279296875	409.7126279296874	did	VBD	relcl	True	94
1230	is	409.6926279296875	409.7826279296875	is	VBZ	aux	True	94
1231	press	409.8226279296875	409.9926279296875	press	VB	ROOT	False	94
1232	the	410.0126279296875	410.0726279296875	the	DT	det	True	94
1233	button	410.0726279296875	410.3126279296875	button	NN	dobj	False	94
1234	Wikipedia	411.2176279296875	411.7076279296875	Wikipedia	NNP	nsubj	False	95
1235	includes	411.6676279296875	411.9676279296875	includes	VBZ	conj	False	95
1236	a	412.0076279296875	412.0376279296875	a	DT	det	True	95
1237	note	412.1176279296875	412.3076279296875	note	NN	dobj	False	95
1238	below	412.3476279296875	412.5476279296875	below	IN	prep	True	95
1239	the	412.5676279296875	412.6476279296875	the	DT	det	True	95
1240	photo	412.6676279296875	413.1476279296875	photo	NN	pobj	False	95
1241	which	413.2276279296875	413.4176279296875	which	WDT	nsubj	True	95
1242	reads	413.4376279296875	413.8976279296875	reads	VBZ	relcl	False	95
1243	quote	414.1976279296875	414.5476279296875	quote	UH	intj	False	95
1244	This	415.0376279296875	415.2276279296875	This	DT	det	True	96
1245	file	415.2476279296875	415.5376279296875	file	NN	nsubj	False	96
1246	is	415.5976279296875	415.6676279296875	is	VBZ	ccomp	True	96
1247	in	415.6876279296875	415.7676279296875	in	IN	prep	True	96
1248	the	415.7676279296875	415.8476279296875	the	DT	det	True	96
1249	public	415.8676279296875	416.1776279296875	public	JJ	amod	False	96
1250	domain	416.1776279296875	416.7476279296875	domain	NN	pobj	False	96
1251	because	417.0476279296875	417.7276279296875	because	IN	mark	True	96
1252	as	417.9276279296875	418.0976279296875	as	IN	mark	True	96
1253	the	418.1176279296875	418.1776279296875	the	DT	det	True	96
1254	work	418.2376279296875	418.3876279296875	work	NN	pobj	False	96
1255	of	418.4076279296875	418.4676279296875	of	IN	prep	True	96
1256	a	418.5076279296875	418.5376279296875	a	DT	det	True	96
1257	nonhuman	418.5976279296875	419.1076279296875	nonhuman	JJ	amod	False	96
1258	animal	419.1076279296875	419.5976279296875	animal	NN	pobj	False	96
1259	it	419.9876279296875	420.0476279296875	it	PRP	nsubj	True	96
1260	has	420.1476279296875	420.2776279296874	has	VBZ	advcl	True	96
1261	no	420.3176279296875	420.4376279296875	no	DT	det	True	96
1262	human	420.5376279296875	420.8076279296875	human	JJ	amod	False	96
1263	author	420.8676279296875	421.2876279296875	author	NN	dobj	False	96
1264	in	421.3276279296875	421.4276279296875	in	IN	prep	True	96
1265	whom	421.4676279296875	421.6576279296875	whom	WP	pobj	True	96
1266	copyright	421.6776279296875	422.1276279296875	copyright	NN	nsubjpass	False	96
1267	is	422.1876279296875	422.2876279296875	is	VBZ	auxpass	True	96
1268	vested	422.2876279296875	422.7676279296875	vested	VBN	relcl	False	96
1269	This	424.0876279296874	424.2576279296875	This	DT	det	True	97
1270	decision	424.2776279296874	424.6576279296875	decision	NN	dobj	False	97
1271	of	424.6976279296875	424.7776279296874	of	IN	prep	True	97
1272	Wikipedia's	424.7976279296875	425.6276279296875	Wikipedia	NNP	pobj	False	97
1272	Wikipedia's	424.7976279296875	425.6276279296875	's	POS	case	True	97
1273	to	425.9776279296875	426.1076279296875	to	TO	aux	True	97
1274	declare	426.1076279296875	426.4576279296875	declare	VB	advcl	False	98
1275	the	426.4776279296875	426.5676279296875	the	DT	det	True	98
1276	photo	426.5676279296875	426.8976279296875	photo	NN	nmod	False	98
1277	public	426.9176279296875	427.2876279296875	public	JJ	amod	False	98
1278	domain	427.2876279296875	427.8476279296875	domain	NN	dobj	False	98
1279	that	428.4476279296875	428.7376279296875	that	WDT	nsubj	True	98
1280	was	428.8176279296875	428.9476279296875	was	VBD	relcl	True	98
1281	the	428.9476279296875	429.0476279296875	the	DT	det	True	98
1282	opening	429.1076279296875	429.4076279296875	opening	JJ	compound	False	98
1283	volley	429.4476279296875	429.8576279296875	volley	NN	attr	False	98
1284	in	429.9376279296875	430.0176279296875	in	IN	prep	True	98
1285	the	430.0176279296875	430.0776279296875	the	DT	det	True	98
1286	monkey	430.1176279296875	430.4076279296875	monkey	NN	compound	False	98
1287	selfie	430.4476279296875	430.7876279296875	selfie	NNP	compound	False	98
1288	battle	430.8476279296875	431.1476279296875	battle	NN	pobj	False	98
1289	to	431.1876279296875	431.2776279296874	to	TO	aux	True	98
1290	come	431.2976279296875	431.7176279296875	come	VB	ccomp	False	98
1291	It	432.6176279296875	432.6476279296875	It	PRP	nsubj	True	99
1292	was	432.6076279296875	432.6976279296875	was	VBD	conj	True	99
1293	the	432.7176279296875	432.7576279296875	the	DT	det	True	99
1294	moment	432.8176279296875	433.0476279296875	moment	NN	attr	False	99
1295	when	433.1076279296875	433.2276279296875	when	WRB	advmod	True	99
1296	mother	433.2276279296875	433.4376279296875	mother	NN	compound	False	99
1297	nature	433.5176279296875	433.8276279296875	nature	NN	nsubjpass	False	99
1298	was	433.8276279296875	433.9376279296875	was	VBD	auxpass	True	99
1299	shoved	433.9776279296875	434.2276279296875	shoved	VBN	relcl	False	99
1300	aside	434.2276279296875	434.7076279296875	aside	RB	advmod	False	99
1301	and	434.8276279296875	434.9376279296875	and	CC	cc	True	99
1302	human	434.9776279296875	435.2876279296875	human	JJ	amod	False	99
1303	nature	435.2876279296875	435.7376279296875	nature	NN	nsubj	False	99
1304	with	436.2476279296875	436.3276279296875	with	IN	prep	True	99
1305	its	436.3676279296875	436.4676279296875	its	PRP$	poss	True	99
1306	overstuffed	436.5076279296875	436.9976279296875	overstuffed	JJ	amod	False	99
1307	baggage	437.0376279296875	437.4476279296875	baggage	NN	pobj	False	99
1308	of	437.4476279296875	437.5576279296875	of	IN	prep	True	99
1309	laws	437.5776279296875	437.9876279296875	laws	NNS	pobj	False	99
1310	and	438.0276279296874	438.1376279296875	and	CC	cc	True	99
1311	opinions	438.1376279296875	438.6576279296875	opinions	NNS	conj	False	99
1312	and	438.7176279296875	438.8276279296875	and	CC	cc	True	99
1313	domination	438.8076279296875	439.5976279296875	domination	NN	conj	False	99
1314	took	439.9976279296875	440.1276279296875	took	VBD	conj	False	100
1315	a	440.1676279296875	440.1976279296875	a	DT	det	True	100
1316	seat	440.2576279296875	440.5076279296875	seat	NN	dobj	False	100
1317	David	447.4276279296875	447.6776279296875	David	NNP	nsubj	False	101
1318	went	447.7176279296875	447.8276279296875	went	VBD	relcl	False	101
1319	on	447.8676279296875	447.9276279296875	on	IN	prep	True	101
1320	the	447.9676279296875	448.0476279296875	the	DT	det	True	101
1321	offensive	448.0676279296875	448.5876279296874	offensive	NN	pobj	False	101
1322	assembled	448.9576279296875	449.2876279296875	assembled	VBD	advcl	False	101
1323	a	449.3076279296875	449.3576279296875	a	DT	det	True	101
1324	team	449.3976279296875	449.5476279296875	team	NN	dobj	False	101
1325	of	449.6076279296875	449.6776279296875	of	IN	prep	True	101
1326	lawyers	449.7376279296875	450.2876279296875	lawyers	NNS	pobj	False	101
1327	studied	450.3676279296875	450.6376279296875	studied	VBD	acl	False	101
1328	up	450.6776279296875	450.7876279296875	up	RP	prt	True	101
1329	on	450.7876279296875	450.8976279296875	on	IN	prep	True	101
1330	copyright	450.8976279296875	451.3676279296875	copyright	NN	compound	False	101
1331	law	451.4476279296875	451.7276279296875	law	NN	pobj	False	101
1332	He	452.1876279296875	452.2876279296875	He	PRP	nsubj	True	102
1333	even	452.3076279296875	452.4476279296875	even	RB	advmod	True	102
1334	looked	452.4876279296875	452.6476279296875	looked	VBD	conj	False	102
1335	into	452.6876279296875	452.8076279296875	into	IN	prep	True	102
1336	finding	452.8276279296875	453.1276279296875	finding	VBG	pcomp	False	102
1337	venture	453.1476279296875	453.3976279296875	venture	NN	compound	False	102
1338	capitalists	453.4576279296875	454.0676279296875	capitalists	NNS	dobj	False	102
1339	to	454.0676279296875	454.1676279296875	to	TO	aux	True	102
1340	fund	454.1676279296875	454.3576279296875	fund	VB	xcomp	False	102
1341	a	454.3776279296875	454.4076279296875	a	DT	det	True	102
1342	lawsuit	454.4476279296875	454.8376279296874	lawsuit	NN	dobj	False	102
1343	against	454.8776279296875	455.1276279296875	against	IN	prep	True	102
1344	Wikipedia	455.1676279296875	455.8176279296875	Wikipedia	NNP	compound	False	102
1345	Wikimedia	456.8076279296875	457.3976279296875	Wikimedia	NNP	pobj	False	103
1346	that's	457.8576279296875	458.1076279296875	that	WDT	nsubj	True	103
1346	that's	457.8576279296875	458.1076279296875	's	VBZ	relcl	True	103
1347	the	458.1076279296875	458.1976279296875	the	DT	det	True	103
1348	foundation	458.2376279296875	458.6676279296875	foundation	NN	attr	False	103
1349	that	458.6676279296875	458.7976279296875	that	WDT	nsubj	True	103
1350	owns	458.8176279296875	459.0376279296875	owns	VBZ	relcl	False	103
1351	Wikipedia	459.0576279296875	459.6776279296875	Wikipedia	NNP	dobj	False	103
1352	they	460.2476279296875	460.3476279296875	they	PRP	nsubj	True	103
1353	just	460.3676279296875	460.5476279296875	just	RB	advmod	True	103
1354	gave	460.5476279296875	460.6776279296875	gave	VBD	conj	False	103
1355	him	460.6976279296875	460.8176279296875	him	PRP	dative	True	103
1356	the	460.8176279296875	460.8876279296875	the	DT	det	True	103
1357	finger	460.9076279296875	461.2576279296875	finger	NN	dobj	False	103
1358	This	462.0276279296874	462.1776279296875	This	DT	nsubj	True	104
1359	was	462.1776279296875	462.2776279296874	was	VBD	relcl	True	104
1360	at	462.3176279296875	462.4176279296875	at	IN	prep	True	104
1361	their	462.4176279296875	462.5276279296874	their	PRP$	poss	True	104
1362	big	462.5476279296875	462.7076279296875	big	JJ	amod	False	104
1363	conference	462.7076279296875	463.1176279296875	conference	NN	pobj	False	104
1364	in	463.1376279296875	463.2276279296875	in	IN	prep	True	104
1365	London	463.2476279296875	463.7076279296875	London	NNP	pobj	False	104
1366	It's	464.0676279296875	464.2276279296875	It	PRP	nsubjpass	True	105
1366	It's	464.0676279296875	464.2276279296875	's	VBZ	auxpass	True	105
1367	called	464.2276279296875	464.3776279296875	called	VBN	ccomp	False	105
1368	Wikimania	464.3976279296875	465.1776279296875	Wikimania	NNP	oprd	False	105
1369	One	465.9576279296875	466.0276279296874	One	CD	nsubj	True	106
1370	of	466.0676279296875	466.1376279296875	of	IN	prep	True	106
1371	the	466.0876279296874	466.1376279296875	the	DT	det	True	106
1372	founders	466.1776279296875	466.6676279296875	founders	NNS	pobj	False	106
1373	Jimmy	466.7476279296875	466.9676279296875	Jimmy	NNP	compound	False	106
1374	Wales	467.0276279296874	467.2976279296875	Wales	NNP	appos	False	106
